Class,Text_Data
Processing,handle the transaction after payment sincere greeting i be glad to tell -PRON- that i have finally be grant the pre approve amount through transaction -PRON- be now be process i be grateful for -PRON- support warm regard
Processing,handle the transaction after payment thank -PRON- for transfer the payment to -PRON- account yesterday i appreciate the quick response i would like to inform -PRON- that be be currently in process thank and regard
Request,impetrate detail for -PRON- d kindly reply to -PRON- at the early with the last transaction make with the account no thank in advance
Pending,payment outstanding for transaction there have be only a partial payment of amount gbp assure -PRON- that the rest will be pay later warm regard
Complete,transaction be complete glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Pending,partially pay the require amount for transaction hey sincere apology for transfer a fraction of the amount -PRON- agree on please be assure that the rest be be transfer as of now thank a lot for understanding
Processing,handle the transaction after payment hello this be to inform -PRON- that i have receive the amount -PRON- transfer to -PRON- account and now -PRON- be currently in process
Complete,payment do and transaction settle hey i be write in reference to the transaction i be grant the aforementioned amount within the deadline sincere gratitude for such a quick response kind regard
Failed,transaction stall and payment not receive hey i see -PRON- transaction with -PRON- d have fail i think i do everything right please look into this and reply with the reason urgently thank -PRON- and regard
Complete,conclude the transaction glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Pending,remain amount for transaction to be pay later there have be only a partial payment of amount inr assure -PRON- that the rest will be pay later warm regard
Complete,sort out the transaction with -PRON- d glad to let -PRON- know that i get the desired payment in reference to transaction i be very happy with -PRON- service and will definitely recommend -PRON- company to -PRON- friend and acquaintance warm regard
Pending,remain amount for transaction to be pay later the transaction be take too long to complete i would request -PRON- to kindly guide -PRON- through the further step to be take in order to complete the transaction
